Ahmedabad,Bangalore,Chennai,Coimbatore,Delhi,Hyderabad,Jaipur,Kochi,Kolkata,Mumbai,Pune,CNG,Diesel,LPG,Petrol,Automatic,Manual,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Price
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2014,67000,1,23.0,1396.0,90.0,5.5
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,42750,1,17.0,1497.0,118.0,6.33
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2014,52398,1,25.44,936.0,57.6,2.47
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2014,36657,1,16.2,995.0,62.1,3.3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2011,77000,2,11.57,2179.0,138.1,3.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2014,85000,1,11.3,2987.0,254.8,38.75
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2008,112500,1,11.5,2993.0,235.0,7.99
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2013,105072,1,14.24,2755.0,174.5,13.28
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2012,80000,1,11.25,1995.0,150.0,9.5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2019,3102,1,20.37,1461.0,108.45,14.01
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,14656,1,24.4,1120.0,71.0,6.99
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2010,105000,2,13.2,1995.0,170.0,11.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2008,61000,2,10.8,2497.0,215.0,11.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2010,85046,2,18.06,1198.0,75.0,2.3
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2014,48000,1,16.36,2179.0,187.7,26.5
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2011,55000,1,10.2,4367.0,308.0,67.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2017,4000,1,16.0,1368.0,160.0,17.75
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2010,94000,2,10.1,2354.0,152.0,4.8
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2013,61110,1,18.6,1197.0,85.8,4.57
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,80000,1,24.4,1120.0,71.0,3.5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2015,43190,1,19.01,1461.0,108.5,7.61
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,45000,1,18.25,1968.0,187.74,25.0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2016,44178,1,18.9,1197.0,82.0,5.88
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,84415,1,12.99,2494.0,100.6,13.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,35000,1,18.5,1197.0,80.0,4.6
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,44000,1,22.77,1498.0,98.59,4.9
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2012,67635,1,17.0,1497.0,118.0,5.25
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2018,18385,1,14.8,1497.0,121.36,12.41
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2014,35000,1,22.07,1199.0,73.9,3.8
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2010,49000,1,19.27,2143.0,170.0,8.95
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2013,69000,1,22.7,1498.0,89.84,7.2
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2017,23228,1,14.4,1396.0,65.0,4.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2014,68462,1,26.59,1248.0,74.0,4.15
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,74611,1,25.1,1248.0,88.5,7.94
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2014,90000,1,19.01,1461.0,108.45,7.25
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2016,22000,1,18.9,998.0,67.1,3.7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2010,58163,1,0.0,1086.0,62.0,2.45
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2011,109500,3,25.44,936.0,57.6,1.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2017,13363,1,16.0,1997.0,140.0,12.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2012,51000,2,19.81,1086.0,68.05,2.2
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2007,103000,1,13.93,2179.0,138.0,3.6
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2009,43002,1,20.36,1197.0,78.9,1.92
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2016,108000,1,11.36,2755.0,171.5,20.5
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2010,82407,1,17.5,1896.0,106.0,4.25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013,29000,1,18.9,1197.0,82.0,3.2
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2014,45000,1,23.4,1248.0,74.0,3.85
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2010,93401,1,23.0,1396.0,90.0,3.48
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2017,95802,2,25.83,1498.0,99.0,4.55
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2016,130000,1,25.47,1248.0,88.5,7.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,67443,1,20.77,1248.0,88.8,5.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2016,47681,1,16.8,1497.0,116.3,8.73
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2009,35000,1,19.7,796.0,46.3,1.7
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2016,68000,1,10.91,3198.0,197.0,29.5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2019,34688,1,24.3,1248.0,88.5,10.49
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2015,10512,1,8.6,2706.0,265.0,64.0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2016,58000,1,22.9,1248.0,74.0,7.55
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2014,40000,1,17.57,1193.0,88.7,3.95
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2010,61000,4,17.0,1197.0,80.0,3.25
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2009,86000,1,19.4,1422.0,70.0,2.75
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2015,45000,1,21.43,1364.0,87.2,7.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2017,55000,1,17.0,1198.0,73.75,4.7
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2016,36855,2,15.29,1591.0,121.3,8.77
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2013,46821,1,20.36,1197.0,78.9,3.42
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,120000,1,18.6,1199.0,76.8,2.5
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2012,29000,1,14.74,2993.0,270.9,20.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2014,40000,1,13.24,1598.0,102.5,5.25
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2013,60000,2,15.73,1968.0,174.33,14.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2011,64984,1,16.95,1197.0,78.9,3.45
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2015,73204,1,24.07,998.0,67.1,3.3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2014,50000,1,11.33,4134.0,335.2,51.0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2017,35000,1,24.3,1248.0,88.5,6.5
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2013,17729,1,21.1,814.0,55.2,3.65
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2012,97000,1,20.0,1497.0,115.0,7.25
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2014,89614,1,22.0,1582.0,126.2,6.01
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2015,14000,1,18.9,998.0,67.1,2.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,50000,1,17.0,1197.0,80.0,4.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2014,62505,1,17.4,1497.0,117.3,5.95
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2011,248000,2,12.8,2494.0,102.0,9.2
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2012,94900,1,16.8,1493.0,110.0,5.35
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2017,55000,1,17.6,2179.0,153.86,12.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2015,53735,2,12.07,2967.0,241.4,38.94
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,53934,2,18.9,998.0,67.1,2.69
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,58500,2,17.09,1995.0,218.0,27.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2014,48000,1,18.0,1198.0,86.7,2.75
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2016,24000,1,24.7,796.0,47.3,2.8
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2016,52001,1,17.01,1591.0,121.3,6.45
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2018,9565,1,23.84,1199.0,84.0,5.88
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2013,32953,1,18.6,1197.0,85.8,4.65
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2014,18000,1,21.1,814.0,55.2,2.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2018,20446,1,12.6,1950.0,191.34,51.35
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2016,33016,1,22.54,1396.0,88.73,6.85
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2012,48000,1,23.59,1364.0,67.05,5.25
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2014,72022,1,21.43,1364.0,87.2,9.23
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2014,34000,1,20.7,1496.0,113.98,22.0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2014,69000,1,20.14,1498.0,88.8,5.19
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2009,108000,1,13.7,1798.0,157.75,4.35
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2013,34700,1,10.0,2148.0,170.0,24.5
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2015,79000,1,17.8,1248.0,75.0,5.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2016,58197,1,18.0,1497.0,117.3,9.19
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2008,66000,2,8.45,2979.0,321.0,10.75
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2009,60000,1,19.2,1197.0,80.0,2.99
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2014,57000,1,26.59,1248.0,74.0,3.89
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2018,45555,1,26.0,1498.0,98.6,11.73
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2016,55137,1,14.0,796.0,35.0,3.11
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2014,93325,2,17.2,1968.0,138.1,14.45
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2018,38000,1,24.52,1248.0,88.5,8.7
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2016,57738,1,24.0,1120.0,70.0,5.04
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2017,38282,1,28.09,1248.0,88.5,8.5
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2014,64000,1,19.27,2143.0,170.0,15.65
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2015,32000,1,20.5,1248.0,91.72,5.65
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2010,83000,1,10.93,2497.0,204.0,16.5
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2011,76000,1,26.3,998.0,67.1,2.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2012,67200,1,15.04,1598.0,103.6,3.9
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2013,62655,1,18.88,1995.0,184.0,14.5
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2015,16900,1,14.69,2993.0,258.0,44.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2017,8471,1,18.9,1197.0,81.86,5.0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2016,69000,1,11.36,2755.0,171.5,19.75
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2017,30090,1,19.6,1461.0,108.45,11.44
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2011,120000,1,18.0,1248.0,75.0,1.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2016,35939,1,12.3,1796.0,185.0,30.42
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,116694,1,15.1,2179.0,140.0,9.57
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2016,40448,1,15.96,2523.0,62.1,3.5
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2018,64456,1,24.3,1248.0,88.5,10.46
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2014,52782,1,20.5,1248.0,91.72,4.85
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2016,51672,1,19.5,1199.0,88.76,5.68
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,56073,1,13.7,1798.0,157.75,13.25
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2011,65000,1,14.74,2993.0,270.9,16.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2013,79000,1,18.9,998.0,67.1,3.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2010,70200,1,14.53,1798.0,138.1,5.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2016,42000,1,16.1,1197.0,85.0,4.75
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,62000,1,16.47,1198.0,74.0,5.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2017,20000,1,18.9,1197.0,81.86,5.98
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2011,80000,3,21.5,1248.0,88.8,3.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2018,50234,1,18.9,1197.0,81.86,4.77
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2016,50003,1,21.4,1197.0,83.1,5.45
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2018,1000,1,20.3,1199.0,84.0,6.85
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2016,54897,1,26.59,1248.0,74.0,7.3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2007,108995,1,15.3,1193.0,65.3,1.25
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,73000,1,22.7,1598.0,118.0,8.25
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2008,65000,1,16.1,1298.0,88.2,2.71
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2016,32000,1,19.1,1197.0,82.0,3.6
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2010,65000,1,18.5,1197.0,80.0,3.0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2016,21600,1,23.1,998.0,67.04,4.65
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2010,39000,1,14.84,2143.0,170.0,9.5
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2011,58075,1,17.5,1298.0,85.8,2.95
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2011,58000,1,15.04,1598.0,103.6,3.0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2015,58000,1,25.2,1248.0,74.0,5.95
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2008,89000,1,14.53,1798.0,138.1,4.0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2008,72000,1,13.5,1799.0,130.0,2.5
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2017,1800,1,16.05,1499.0,110.4,11.37
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2010,172050,2,19.0,1248.0,93.0,2.25
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2013,46230,1,19.81,1086.0,68.05,3.1
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2014,86925,1,11.2,2400.0,215.0,17.18
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2018,5000,1,18.6,1197.0,81.83,6.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2014,66000,1,26.0,1498.0,98.6,5.7
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,119000,1,12.99,2494.0,100.0,8.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2016,45000,1,25.17,799.0,53.3,2.6
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2009,66149,1,19.0,998.0,66.1,2.45
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2014,42070,1,14.8,1595.0,120.7,11.57
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2012,35503,1,18.9,998.0,67.1,2.3
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2016,41460,1,25.2,1248.0,74.0,5.9
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,40600,1,17.0,1591.0,121.3,7.2
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,87000,1,22.0,1582.0,126.2,5.9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,30000,2,16.8,1497.0,116.3,6.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2010,27089,1,16.0,1086.0,66.7,1.95
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,53702,1,23.59,1364.0,67.04,6.55
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,51000,1,27.03,1969.0,190.0,25.0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2012,36542,1,20.0,1399.0,68.05,2.65
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2017,15000,1,13.0,2987.0,265.0,69.5
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2012,65000,1,22.69,1995.0,190.0,14.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2014,32000,2,22.74,796.0,47.3,2.1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2017,24393,1,13.68,2393.0,147.8,20.4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2019,1000,1,18.78,999.0,75.0,5.68
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2014,28238,1,13.24,1598.0,102.5,5.55
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2013,59000,1,13.5,2477.0,175.56,12.75
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2012,92000,2,14.8,1799.0,130.2,3.35
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2013,56840,1,22.74,796.0,47.3,1.55
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2013,62746,2,20.54,1598.0,103.6,5.9
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2012,96000,1,12.35,2179.0,187.74,18.98
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2014,24000,1,13.7,1997.0,153.86,11.51
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2016,54000,1,20.77,1248.0,88.76,7.75
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,90000,1,12.99,2494.0,100.6,13.9
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2010,40000,1,15.0,1368.0,90.0,1.35
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2015,65938,2,12.07,2967.0,241.4,38.0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2017,16100,1,17.1,1591.0,121.4,11.6
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2017,3600,1,21.5,1498.0,108.5,12.25
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2011,52000,1,17.0,1497.0,118.0,3.8
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2014,54000,1,20.0,1399.0,68.05,3.25
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2016,15399,1,18.7,1199.0,88.7,6.4
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,75000,2,16.47,1198.0,73.9,3.95
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2010,76752,1,17.4,1497.0,117.3,3.57
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2005,56000,2,17.7,1497.0,78.0,1.25
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2015,70000,1,26.2,998.0,58.2,3.65
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2013,46125,2,12.0,2354.0,187.4,12.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2014,35000,2,18.12,1995.0,190.0,23.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2003,80000,3,12.8,1489.0,35.5,1.35
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2012,62729,1,12.05,2179.0,120.0,6.32
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2012,34000,1,20.54,1598.0,103.6,3.4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1999,70000,2,17.3,993.0,60.0,0.77
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2009,32000,1,16.1,796.0,37.0,0.9
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2017,21000,1,14.28,1798.0,138.03,18.0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2013,49000,1,14.59,1997.0,245.0,19.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2007,40000,3,13.8,1299.0,70.0,1.1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2012,78000,2,18.6,1199.0,79.4,2.0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2012,52000,1,21.43,1364.0,86.79,6.5
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2014,65213,1,16.0,2179.0,140.0,9.45
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2016,170000,1,24.4,1120.0,71.0,4.0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2017,36884,1,13.0,2143.0,204.0,32.25
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2009,62500,1,20.36,1197.0,78.9,2.1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2015,68000,2,14.28,1798.0,138.03,9.75
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2014,40748,1,14.53,1798.0,138.0,6.3
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2013,60000,1,17.32,1968.0,184.0,21.0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2014,12400,1,21.9,1396.0,88.8,4.65
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2013,87000,2,19.27,2143.0,167.62,17.0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2013,20248,1,21.1,1248.0,73.9,4.35
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2017,52383,1,19.67,1582.0,126.2,14.82
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2018,1000,1,13.6,1999.0,177.0,40.0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,85000,1,14.95,2489.0,93.7,6.15
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2014,47000,1,12.99,2494.0,100.6,11.25
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2018,17585,1,19.16,2494.0,157.7,32.0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2018,32496,1,13.22,2967.0,241.4,45.62
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2017,34613,1,28.4,1248.0,74.0,6.24
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,153000,1,20.77,1248.0,88.76,4.8
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,54000,2,16.1,1197.0,85.0,4.5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2015,16900,1,20.36,1197.0,78.9,3.87
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2013,62334,1,20.36,1197.0,78.9,2.75
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2018,23714,1,21.4,1197.0,83.1,6.57
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2010,52325,1,16.36,1495.0,93.7,2.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2012,50000,1,19.4,1198.0,86.8,3.65
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2016,55746,1,22.9,1248.0,74.0,6.95
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2014,54000,1,20.14,1197.0,81.86,5.5
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2013,43000,1,16.0,2179.0,140.0,7.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2014,40000,1,13.0,2143.0,201.1,24.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2010,125000,2,0.0,2179.0,115.0,11.0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2016,51944,1,19.27,2143.0,170.0,32.5
